,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework,salary
948,Yes,travel_rarely,549.3,Sales,16,Bachelor,Marketing,949,1,Female,,3,2,Sales executive,1,Single,11535.33,5,No,15,3.0,3,Part Time,0,,3,3.0,3,,0,2,1990,No,53240.0
949,No,travel_rarely,290.04,Research & Development,20,Masters,,950,2,Female,36.25,4,1,Research scientist,3,Single,6090.75,3,No,13,3.0,3,Part Time,0,7.0,0,3.0,2,,2,2,1988,No,28111.13
950,Yes,non-travel,452.11,Research & Development,2,Masters,,951,3,Male,,3,1,Research scientist,3,Single,9494.33,6,No,17,3.0,4,Full Time,0,5.0,3,2.0,2,,2,1,1995,Yes,43820.0
951,No,travel_rarely,290.04,Human Resources,13,Bachelor,Human Resources,952,3,Male,36.25,3,1,Human resources,2,Married,6090.75,4,No,13,3.0,2,Part Time,1,,2,3.0,5,,0,4,1987,Yes,28111.13
952,No,travel_frequently,263.4,Research & Development,16,Masters,,953,3,Female,32.93,2,1,Research scientist,4,Single,5531.5,1,No,16,3.0,3,Part Time,0,6.0,3,3.0,5,,1,3,1989,Yes,25530.0
953,No,non-travel,290.04,Human Resources,3,Professional Certification,,954,3,Male,,3,1,Human resources,4,Unknown,6090.75,0,No,19,3.0,3,,1,4.0,1,1.0,3,,0,2,1989,No,28111.08
954,No,travel_rarely,612.13,Research & Development,4,Bachelor,,955,4,Male,76.52,3,2,Healthcare representative,2,Single,12854.83,9,No,12,3.0,4,Full Time,0,10.0,2,2.0,5,,2,3,1979,Yes,59330.0
955,No,non-travel,454.28,Sales,13,Masters,Life Sciences,956,2,Male,,3,2,Sales executive,4,Divorced,9539.83,2,No,11,3.0,3,Part Time,1,8.0,3,2.0,5,,0,3,1991,Yes,44030.0
956,No,non-travel,1128.11,Sales,7,Professional Certification,,957,1,Female,141.01,2,3,Sales executive,4,Married,23690.33,7,Yes,18,3.0,4,Full Time,1,35.0,3,3.0,5,,0,4,1970,No,109340.0
957,No,non-travel,556.26,Research & Development,1,Professional Certification,Life Sciences,958,4,Male,,2,2,Manufacturing director,4,Unknown,11681.39,6,No,22,4.0,1,Part Time,2,4.0,2,1.0,2,,2,2,2001,No,53914.11
958,No,travel_rarely,290.04,Research & Development,8,Masters,Life Sciences,959,1,Male,,4,1,Laboratory technician,4,Unknown,6090.75,2,Yes,24,4.0,3,Part Time,1,10.0,2,2.0,3,,0,2,1979,No,28111.13
959,Yes,travel_frequently,208.62,Research & Development,25,Masters,Life Sciences,960,4,Female,,3,1,Research scientist,2,Divorced,4381.0,1,No,19,3.0,1,Part Time,1,10.0,3,2.0,10,,7,8,1988,Yes,20220.0
960,No,non-travel,439.11,Sales,4,High School or Below,,961,3,Male,,2,2,Sales executive,1,Unknown,9221.33,1,No,12,3.0,1,Part Time,0,5.0,1,4.0,5,,0,3,1998,No,42560.0
961,No,travel_rarely,369.37,Research & Development,1,Bachelor,Technical Degree,962,3,Female,,3,1,Research scientist,1,Unknown,7756.67,2,No,16,3.0,2,,1,7.0,2,3.0,4,,0,2,1974,No,35799.96
962,No,non-travel,290.04,Research & Development,19,High School or Below,Life Sciences,963,1,Male,,2,1,Laboratory technician,4,Unknown,6090.75,0,No,17,3.0,4,Part Time,0,,2,2.0,5,,3,4,1999,No,28111.13
963,No,travel_rarely,299.1,Sales,9,Bachelor,Marketing,964,2,Male,,2,1,Sales representative,2,Unknown,6281.17,0,No,19,3.0,4,Full Time,1,3.0,3,3.0,2,,1,2,1985,Yes,28990.0
964,Yes,travel_rarely,290.04,Sales,1,Bachelor,Medical,965,2,Female,36.25,2,1,Sales representative,3,Unknown,6090.75,6,Yes,19,3.0,3,Part Time,3,5.0,3,3.0,3,,0,2,1994,No,28111.13
965,No,travel_frequently,573.86,Research & Development,1,Bachelor,Life Sciences,966,4,Female,,3,2,Healthcare representative,4,Married,12051.0,4,No,13,3.0,2,,1,12.0,2,2.0,5,,2,2,1980,Yes,55620.0
966,No,travel_rarely,556.26,Sales,5,Masters,Medical,967,1,Male,,3,2,Sales executive,4,Single,11681.39,1,No,14,3.0,2,Part Time,0,4.0,3,3.0,4,,0,2,1995,No,53914.11
967,Yes,travel_rarely,290.04,Sales,2,Bachelor,,968,3,Female,36.25,2,1,Sales representative,3,Single,6090.75,1,No,13,3.0,4,Part Time,0,2.0,3,2.0,2,,0,2,2003,Yes,28111.13
968,No,non-travel,290.04,Sales,2,Masters,Life Sciences,969,4,Female,,2,1,Sales representative,4,Single,6090.75,1,Yes,18,3.0,1,,0,3.0,3,2.0,3,,1,2,1976,Yes,28111.08
969,Yes,travel_rarely,556.26,Research & Development,3,High School or Below,Life Sciences,970,2,Female,,3,2,Manufacturing director,3,Married,11681.39,0,Yes,19,3.0,1,Part Time,1,4.0,3,4.0,3,,0,2,2001,Yes,53914.11
970,No,non-travel,245.25,Research & Development,9,Bachelor,Medical,971,3,Female,,3,1,Research scientist,3,Divorced,5150.17,5,No,18,3.0,2,Part Time,1,6.0,2,3.0,2,,2,2,1995,Yes,23770.0
971,Yes,non-travel,248.03,Research & Development,6,Bachelor,Medical,972,4,Male,,3,1,Laboratory technician,1,Married,5208.67,7,No,21,4.0,4,Part Time,0,,2,1.0,2,,2,2,1984,Yes,24040.0
972,No,travel_rarely,288.79,Research & Development,1,Masters,,973,3,Male,36.1,2,1,Research scientist,1,Single,6064.5,3,No,11,3.0,2,Part Time,0,,1,3.0,3,,0,2,1990,No,27990.0
973,No,travel_rarely,290.04,Research & Development,7,Masters,Other,974,2,Male,36.25,3,1,Research scientist,4,Single,6090.75,2,No,18,3.0,3,Part Time,0,8.0,6,3.0,6,,0,1,1987,Yes,28111.13
974,No,travel_rarely,556.26,Sales,48,Bachelor,,975,3,Female,,3,2,Sales executive,3,Unknown,11681.39,1,No,16,3.0,2,,0,5.0,3,3.0,5,,1,0,1988,Yes,53914.08
975,Yes,non-travel,290.04,Research & Development,9,Professional Certification,Medical,976,3,Male,,2,1,Research scientist,1,Single,6090.75,0,Yes,22,4.0,1,Part Time,0,4.0,0,3.0,3,,1,2,1992,No,28111.13
976,No,travel_rarely,356.16,Research & Development,13,High School or Below,Life Sciences,977,2,Female,44.52,3,1,Research scientist,4,Single,7479.33,3,No,18,3.0,1,Full Time,0,5.0,4,3.0,3,,0,2,1990,No,34520.0
977,No,non-travel,290.02,Research & Development,24,Masters,,978,2,Female,,3,1,Laboratory technician,2,Married,6090.5,9,No,14,3.0,2,Part Time,1,4.0,2,3.0,2,,2,2,1996,No,28110.0
978,Yes,travel_rarely,290.04,Research & Development,22,Bachelor,,979,1,Female,36.25,3,1,Research scientist,3,Married,6090.75,4,No,11,3.0,2,Part Time,0,,2,,5,,0,1,1993,Yes,28111.13
979,No,non-travel,451.6,Research & Development,17,High School or Below,Medical,980,4,Female,,2,2,Manufacturing director,3,Divorced,9483.5,1,No,15,3.0,2,Part Time,2,5.0,6,3.0,4,,3,2,1999,No,43770.0
980,Yes,travel_rarely,290.04,Research & Development,14,Masters,Other,981,3,Male,,2,1,Laboratory technician,2,Divorced,6090.75,1,Yes,24,4.0,4,Part Time,1,5.0,2,1.0,4,,0,2,1988,No,28111.13
981,Yes,non-travel,290.04,Research & Development,5,Bachelor,,982,2,Female,,3,1,Laboratory technician,2,Unknown,6090.75,0,No,17,3.0,1,Part Time,0,4.0,3,3.0,3,,1,2,1993,Yes,28111.13
982,No,travel_rarely,437.46,Research & Development,6,Bachelor,,983,1,Male,,2,2,Healthcare representative,3,Unknown,9186.67,2,No,13,3.0,4,,0,19.0,0,3.0,2,,2,2,1975,Yes,42399.96
983,No,travel_rarely,556.26,Research & Development,7,Professional Certification,Medical,984,4,Female,,3,2,Manufacturing director,3,Unknown,11681.39,6,No,14,3.0,2,,0,8.0,6,3.0,2,,2,1,1982,No,53914.08
984,No,non-travel,436.12,Research & Development,2,Masters,,985,1,Female,,3,2,Manufacturing director,4,Unknown,9158.5,0,No,18,3.0,2,Part Time,1,,2,,3,,2,2,1996,Yes,42270.0
985,No,travel_rarely,404.13,Research & Development,10,Bachelor,Other,986,2,Male,,3,1,Laboratory technician,4,Unknown,8486.83,1,No,20,4.0,1,Full Time,1,3.0,4,2.0,3,,1,2,1988,No,39170.0
986,Yes,non-travel,512.67,Sales,29,Professional Certification,Medical,987,2,Male,,1,2,Sales executive,1,Single,10766.17,8,No,18,3.0,4,Part Time,0,,6,3.0,2,,2,2,1997,Yes,49690.0
987,No,non-travel,290.04,Sales,8,High School or Below,Life Sciences,988,2,Female,,2,1,Sales representative,4,Unknown,6090.75,0,No,19,3.0,4,Part Time,0,,2,2.0,2,,2,2,1990,No,28111.13
988,Yes,non-travel,210.68,Research & Development,2,Bachelor,Life Sciences,989,1,Male,,3,1,Research scientist,1,Married,4424.33,6,No,14,3.0,2,Part Time,1,6.0,2,3.0,3,,1,2,1997,Yes,20420.0
989,No,travel_frequently,291.06,Research & Development,3,Masters,,990,3,Male,,3,1,Research scientist,3,Unknown,6112.17,3,No,16,3.0,1,,1,8.0,2,3.0,2,,2,2,1985,No,28209.96
990,No,non-travel,1973.98,Research & Development,47,Masters,Medical,991,4,Male,,3,5,Research director,4,Unknown,41453.67,9,No,17,3.0,4,Full Time,2,23.0,0,3.0,2,,2,2,1977,Yes,191324.62
991,Yes,non-travel,290.04,Sales,9,Bachelor,Marketing,992,4,Female,,3,1,Sales representative,4,Single,6090.75,1,Yes,14,3.0,2,Part Time,0,2.0,3,3.0,2,,0,2,2003,Yes,28111.13
992,No,non-travel,1027.31,Research & Development,20,Bachelor,Other,993,2,Male,,3,2,Manufacturing director,1,Married,21573.5,0,No,15,3.0,3,,1,7.0,1,2.0,6,,0,2,1993,No,99570.0
993,No,non-travel,290.04,Research & Development,8,Doctor,,994,1,Male,,1,1,Laboratory technician,3,Married,6090.75,1,No,19,3.0,4,Part Time,3,3.0,4,,3,,1,2,1996,No,28111.13
994,No,non-travel,1032.49,Research & Development,2,High School or Below,,995,4,Male,,3,3,Manufacturing director,2,Married,21682.23,3,No,18,3.0,2,Part Time,1,23.0,4,3.0,3,,1,2,1968,Yes,100071.84
995,No,travel_rarely,1032.49,Research & Development,5,Bachelor,Life Sciences,996,4,Male,,2,3,Healthcare representative,4,Unknown,21682.23,4,No,15,3.0,3,,1,,2,3.0,3,,1,2,1990,Yes,100071.84
996,No,non-travel,227.71,Research & Development,15,Professional Certification,Life Sciences,997,1,Male,,3,1,Laboratory technician,3,Unknown,4781.83,1,No,16,3.0,4,,1,4.0,5,2.0,4,,2,2,1995,Yes,22070.0
997,No,non-travel,800.22,Research & Development,3,High School or Below,Life Sciences,998,1,Male,,3,2,Healthcare representative,4,Unknown,16804.67,0,No,17,3.0,3,,0,,1,2.0,6,,0,4,1989,Yes,77559.95999999999
998,Yes,non-travel,290.04,Research & Development,25,Bachelor,Medical,999,1,Male,,2,1,Research scientist,2,Single,6090.75,4,Yes,20,4.0,2,Part Time,0,5.0,0,3.0,2,,2,2,1990,No,28111.13
999,No,non-travel,556.26,Sales,7,Bachelor,Life Sciences,1000,4,Female,,3,2,Sales executive,2,Married,11681.39,0,No,17,3.0,3,Part Time,1,4.0,3,3.0,3,,0,2,1990,No,53914.11
1000,No,non-travel,213.57,Research & Development,1,High School or Below,,1001,4,Female,,2,1,Research scientist,2,Single,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,,2,2,2002,Yes,20700.0
1001,No,travel_frequently,287.96,Sales,20,Bachelor,,1002,3,Male,,4,1,Sales representative,4,Married,6047.17,0,No,12,,1,,1,3.0,4,3.0,2,,2,2,1992,Yes,27910.0
1002,No,non-travel,556.26,Sales,11,Professional Certification,Marketing,1003,4,Male,,3,2,Sales executive,4,Divorced,11681.39,1,No,11,3.0,4,,1,5.0,3,3.0,5,,0,2,1988,Yes,53914.08
1003,No,non-travel,556.26,Research & Development,2,Professional Certification,,1004,4,Male,,3,2,Manufacturing director,3,Single,11681.39,2,No,11,3.0,4,,0,,3,,3,,0,2,1989,Yes,53914.08
1004,Yes,non-travel,848.51,Sales,9,Masters,,1005,1,Female,106.06,3,2,Sales executive,1,Single,17818.67,0,No,17,3.0,1,Full Time,0,6.0,3,3.0,5,,0,3,1990,No,82240.0
1005,Yes,non-travel,269.29,Research & Development,15,Bachelor,Medical,1006,3,Male,,3,1,Laboratory technician,3,Unknown,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,,2,2,1992,Yes,26100.0
1006,No,travel_rarely,591.29,Research & Development,25,Professional Certification,,1007,3,Female,73.91,2,2,Healthcare representative,4,Unknown,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,,1,3,1986,Yes,57310.0
1007,No,travel_rarely,261.96,Research & Development,6,Bachelor,,1008,4,Male,32.75,2,1,Research scientist,3,Married,5501.17,1,No,13,,3,Part Time,1,4.0,0,3.0,4,"2,0",2,2,1996,Yes,25390.0
1008,No,travel_frequently,245.14,Research & Development,4,Masters,Other,1009,4,Male,30.64,2,1,Laboratory technician,4,Married,5148.0,1,No,13,3.0,2,Part Time,1,2.0,2,4.0,2,,2,2,1988,Yes,23760.0
1009,No,non-travel,1973.98,Unknown,4,Masters,,1010,4,Female,246.75,3,5,Manager,1,Divorced,41453.67,4,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,,4,2,1967,Yes,191324.62
1010,No,non-travel,290.04,Research & Development,7,Bachelor,Medical,1011,1,Female,,3,1,Research scientist,3,Unknown,6090.75,4,Yes,19,3.0,3,Part Time,1,,2,,3,,0,2,1978,Yes,28111.13
1011,No,travel_rarely,290.04,Research & Development,3,Bachelor,,1012,1,Male,,2,1,Laboratory technician,3,Single,6090.75,1,No,12,3.0,1,Part Time,0,2.0,2,2.0,2,,1,2,2003,Yes,28111.13
1012,No,travel_frequently,1582.77,Unknown,2,Bachelor,,1013,4,Female,,3,4,Manager,1,Unknown,33238.2,2,No,22,4.0,3,Full Time,1,,3,,2,,2,2,1973,Yes,153407.07
1013,No,non-travel,1968.67,Research & Development,15,Professional Certification,Life Sciences,1014,4,Male,,3,5,Research director,2,Unknown,41342.17,5,No,11,3.0,1,Full Time,1,25.0,2,3.0,4,,0,3,1977,Yes,190810.0
1014,No,non-travel,283.01,Research & Development,13,Bachelor,Other,1015,3,Female,,2,1,Laboratory technician,2,Married,5943.17,1,No,20,4.0,3,Part Time,1,2.0,2,3.0,2,,2,2,1991,Yes,27430.0
1015,No,non-travel,1032.49,Sales,8,Professional Certification,,1016,3,Female,,2,3,Sales executive,4,Married,21682.23,4,No,11,3.0,2,Part Time,1,16.0,6,2.0,13,,4,12,1988,No,100071.84
1016,No,non-travel,387.94,Research & Development,1,Bachelor,Life Sciences,1017,1,Female,48.49,3,1,Research scientist,4,Divorced,8146.67,1,No,15,3.0,1,Full Time,3,3.0,5,,3,,1,2,1994,Yes,37600.0
1017,Yes,travel_frequently,290.04,Research & Development,10,Professional Certification,,1018,1,Female,,2,1,Laboratory technician,3,Unknown,6090.75,1,No,20,4.0,3,,0,2.0,2,1.0,2,,2,2,2002,Yes,28111.08
1018,No,travel_rarely,468.21,Sales,2,Bachelor,Marketing,1019,3,Female,,3,2,Sales executive,1,Unknown,9832.33,0,No,12,3.0,4,Part Time,0,4.0,3,3.0,3,,0,2,1989,Yes,45380.0
1019,No,non-travel,290.04,Research & Development,1,Masters,Medical,1020,4,Male,,3,1,Laboratory technician,3,Single,6090.75,0,Yes,11,3.0,3,Part Time,0,,2,2.0,4,,0,2,1995,No,28111.13
1020,No,travel_rarely,290.04,Research & Development,6,High School or Below,Life Sciences,1021,3,Male,36.25,3,1,Research scientist,3,Married,6090.75,0,Yes,14,,4,Part Time,0,4.0,3,3.0,3,,2,2,1988,No,28111.13
1021,No,travel_frequently,398.98,Research & Development,2,Bachelor,Life Sciences,1022,4,Male,,2,1,Laboratory technician,4,Married,8378.5,1,No,12,3.0,2,Full Time,1,,2,3.0,2,,2,2,1995,No,38670.0
1022,No,travel_rarely,214.6,Research & Development,1,Bachelor,Technical Degree,1023,4,Male,26.83,3,1,Research scientist,1,Single,4506.67,2,No,11,3.0,2,Part Time,0,5.0,2,2.0,3,,1,2,1995,No,20800.0
1023,No,non-travel,216.25,Research & Development,1,Bachelor,Medical,1024,4,Female,,3,1,Research scientist,2,Single,4541.33,1,No,18,3.0,4,Part Time,0,,3,2.0,2,,2,1,1998,No,20960.0
1024,No,non-travel,290.04,Research & Development,23,Masters,Life Sciences,1025,1,Male,,3,1,Research scientist,3,Unknown,6090.75,1,No,12,3.0,4,Part Time,2,,3,3.0,2,,2,2,1965,Yes,28111.13
1025,Yes,non-travel,402.79,Research & Development,23,Bachelor,Medical,1026,3,Male,,3,1,Research scientist,1,Single,8458.67,0,No,13,3.0,1,Full Time,0,6.0,2,3.0,5,,0,3,1984,No,39040.0
1026,No,travel_rarely,477.39,Research & Development,6,Bachelor,Technical Degree,1027,1,Female,,2,2,Laboratory technician,4,Married,10025.17,0,No,12,3.0,1,,1,10.0,6,3.0,9,,6,7,1993,Yes,46270.0
1027,No,non-travel,1582.77,Research & Development,46,Bachelor,Life Sciences,1028,4,Female,,3,4,Research director,1,Married,33238.2,4,No,11,3.0,2,Full Time,0,,2,,3,,1,2,1973,Yes,153407.07
1028,No,non-travel,556.26,Sales,10,Professional Certification,Medical,1029,3,Male,69.53,1,2,Sales executive,2,Single,11681.39,1,No,13,3.0,1,Part Time,0,19.0,4,3.0,19,,11,9,1982,Yes,53914.11
1029,Yes,non-travel,237.51,Sales,1,Bachelor,,1030,4,Female,,3,1,Sales representative,2,Unknown,4987.67,1,Yes,11,3.0,1,Part Time,0,,2,4.0,3,,2,2,1992,No,23020.0
1030,Yes,non-travel,290.04,Research & Development,3,Bachelor,Life Sciences,1031,1,Male,,3,1,Laboratory technician,1,Unknown,6090.75,4,No,12,,3,,0,10.0,4,4.0,3,,1,2,1979,Yes,28111.08
1031,No,non-travel,290.04,Research & Development,16,Professional Certification,,1032,3,Male,,3,1,Research scientist,3,Divorced,6090.75,9,No,16,3.0,2,,1,6.0,0,3.0,4,,0,0,1983,Yes,28111.08
1032,No,travel_rarely,290.04,Research & Development,19,High School or Below,Medical,1033,4,Male,,3,1,Laboratory technician,4,Married,6090.75,3,No,11,3.0,3,Part Time,3,,6,2.0,3,,1,2,1998,No,28111.13
1033,No,travel_rarely,290.04,Research & Development,1,Masters,Life Sciences,1034,2,Male,36.25,3,1,Laboratory technician,2,Unknown,6090.75,3,No,22,4.0,3,Part Time,1,7.0,3,3.0,4,,0,3,1983,Yes,28111.13
1034,No,travel_rarely,1582.77,Research & Development,11,Professional Certification,Technical Degree,1035,4,Female,,2,4,Manufacturing director,2,Unknown,33238.2,3,No,16,3.0,2,Full Time,0,,1,2.0,5,,0,3,1972,Yes,153407.07
1035,No,travel_frequently,523.2,Sales,2,High School or Below,Life Sciences,1036,4,Male,65.4,1,2,Sales executive,4,Single,10987.17,3,No,20,4.0,2,Part Time,0,,3,3.0,6,,0,0,1996,No,50710.0
1036,Yes,non-travel,556.26,Sales,18,Masters,Marketing,1037,4,Female,,3,2,Sales executive,3,Married,11681.39,0,No,18,3.0,3,Part Time,1,5.0,0,2.0,4,,3,2,1988,Yes,53914.11
1037,No,non-travel,290.04,Research & Development,7,Bachelor,,1038,4,Male,36.25,4,1,Research scientist,3,Divorced,6090.75,1,No,11,3.0,4,Part Time,3,4.0,2,3.0,4,,0,3,1985,Yes,28111.13
1038,Yes,non-travel,556.26,Research & Development,22,Masters,,1039,4,Male,,3,2,Manufacturing director,3,Married,11681.39,1,No,15,3.0,4,Part Time,2,10.0,3,2.0,10,,6,7,1992,Yes,53914.11
1039,No,non-travel,1093.24,Sales,2,Bachelor,,1040,2,Male,,3,3,Sales executive,2,Unknown,22958.0,2,No,11,3.0,2,,0,14.0,5,3.0,4,,3,2,1972,Yes,105960.0
1040,No,non-travel,564.06,Research & Development,22,Bachelor,,1041,4,Female,70.51,3,2,Research scientist,4,Unknown,11845.17,3,No,14,3.0,1,Full Time,2,12.0,4,2.0,6,,3,3,1982,No,54670.0
1041,No,non-travel,556.26,Sales,2,High School or Below,Marketing,1042,3,Male,,3,2,Sales executive,2,Married,11681.39,0,Yes,13,3.0,1,Part Time,3,4.0,3,2.0,3,,1,2,1991,Yes,53914.11
1042,No,travel_rarely,556.26,Sales,18,High School or Below,Life Sciences,1043,1,Male,,4,2,Sales executive,3,Married,11681.39,2,No,11,3.0,2,,0,6.0,3,2.0,3,,1,2,1998,No,53914.08
1043,No,non-travel,595.21,Sales,10,Bachelor,Marketing,1044,4,Female,74.4,2,2,Sales executive,4,Married,12499.5,1,Yes,11,3.0,4,Full Time,0,,3,3.0,6,"2,0",4,4,1996,Yes,57690.0
1044,Yes,travel_rarely,247.0,Research & Development,22,Masters,Life Sciences,1045,4,Female,,3,1,Research scientist,3,Single,5187.0,1,Yes,13,,4,Part Time,0,8.0,2,3.0,8,,7,7,1996,Yes,23940.0
1045,No,non-travel,374.42,Research & Development,11,Bachelor,Medical,1046,1,Female,,3,1,Laboratory technician,3,Single,7862.83,4,No,18,3.0,1,Full Time,0,8.0,6,3.0,3,,0,2,1986,Yes,36290.0
1046,No,travel_frequently,965.92,Research & Development,18,Professional Certification,Life Sciences,1047,3,Male,,3,3,Manufacturing director,4,Unknown,20284.33,2,No,11,3.0,3,Part Time,0,10.0,2,3.0,2,,2,2,1988,Yes,93620.0
1047,No,non-travel,333.15,Research & Development,1,Bachelor,,1048,1,Male,,3,1,Laboratory technician,4,Unknown,6996.17,4,No,11,3.0,2,Full Time,1,7.0,2,2.0,3,,0,2,1998,Yes,32290.0
1048,No,non-travel,556.26,Sales,7,Masters,Marketing,1049,4,Female,,3,2,Sales executive,1,Divorced,11681.39,7,No,14,3.0,2,Part Time,2,,3,3.0,3,,0,2,1993,Yes,53914.11
1049,No,non-travel,1694.33,Research & Development,8,Doctor,Life Sciences,1050,1,Female,,3,4,Research director,2,Unknown,35581.0,3,No,11,3.0,3,Full Time,0,,3,4.0,3,,1,0,1992,Yes,164220.0
1050,No,non-travel,582.63,Sales,16,Masters,Marketing,1051,3,Female,,2,2,Sales executive,1,Unknown,12235.17,4,No,13,3.0,1,,2,11.0,3,2.0,3,,0,2,1987,No,56469.96
1051,Yes,travel_rarely,453.97,Sales,9,Professional Certification,,1052,1,Male,,2,1,Sales representative,1,Unknown,9533.33,3,No,12,3.0,1,Full Time,0,6.0,2,3.0,3,,2,2,1998,Yes,44000.0
1052,No,non-travel,213.16,Research & Development,1,Professional Certification,Life Sciences,1053,1,Female,,3,1,Research scientist,1,Unknown,4476.33,2,No,22,4.0,4,Part Time,1,5.0,3,4.0,3,,1,0,1967,Yes,20660.0
1053,No,non-travel,290.04,Research & Development,5,Doctor,Medical,1054,2,Male,36.25,4,1,Research scientist,3,Unknown,6090.75,2,No,12,3.0,1,Part Time,0,7.0,5,,4,,0,3,1982,Yes,28111.13
1054,No,travel_rarely,290.04,Human Resources,8,Professional Certification,,1055,4,Female,,4,1,Human resources,2,Unknown,6090.75,9,No,18,,4,Part Time,0,8.0,3,3.0,3,,0,2,1992,Yes,28111.13
1055,Yes,travel_frequently,290.04,Research & Development,2,Bachelor,Life Sciences,1056,2,Male,,3,1,Laboratory technician,4,Unknown,6090.75,6,No,13,3.0,3,Part Time,1,7.0,2,1.0,2,"2,0",2,2,1992,Yes,28111.13
1056,No,non-travel,566.02,Sales,7,Bachelor,Marketing,1057,3,Male,,3,2,Sales executive,1,Divorced,11886.33,4,No,11,3.0,1,,3,,3,3.0,2,,2,2,1975,No,54860.04
1057,Yes,non-travel,290.04,Human Resources,9,Masters,,1058,1,Female,,3,1,Human resources,3,Married,6090.75,1,No,15,3.0,4,,0,2.0,0,3.0,2,,2,2,1989,No,28111.08
1058,No,non-travel,326.24,Research & Development,5,Bachelor,Life Sciences,1059,3,Male,,2,1,Laboratory technician,3,Single,6851.0,3,No,14,3.0,4,,0,7.0,5,3.0,5,,0,3,1979,No,31620.0
1059,No,travel_rarely,686.21,Research & Development,5,Masters,,1060,1,Male,,3,2,Healthcare representative,3,Married,14410.5,2,No,14,,2,Full Time,1,20.0,0,2.0,3,,1,2,1974,Yes,66510.0
1060,No,non-travel,352.86,Research & Development,20,Bachelor,Life Sciences,1061,4,Male,44.11,3,1,Research scientist,2,Unknown,7410.0,1,No,13,3.0,3,Full Time,0,6.0,3,2.0,5,,1,3,1979,No,34200.0
1061,Yes,non-travel,300.13,Sales,1,Bachelor,,1062,1,Male,,3,1,Sales representative,3,Married,6302.83,3,No,15,3.0,4,Full Time,1,5.0,3,4.0,3,,1,2,1995,No,29090.0
1062,No,travel_frequently,1032.49,Research & Development,2,High School or Below,,1063,2,Male,,3,3,Manufacturing director,3,Single,21682.23,5,No,18,,2,,0,16.0,2,2.0,2,,2,2,1979,Yes,100071.84
1063,No,travel_rarely,556.26,Research & Development,4,Masters,Life Sciences,1064,4,Male,,3,2,Healthcare representative,3,Married,11681.39,0,No,16,3.0,2,Part Time,0,4.0,2,3.0,3,,1,2,1968,Yes,53914.11
1064,No,travel_frequently,505.35,Sales,7,Bachelor,Life Sciences,1065,3,Male,,3,2,Sales executive,1,Single,10612.33,0,No,14,3.0,4,Part Time,0,5.0,5,3.0,4,,1,3,1995,Yes,48980.0
1065,No,travel_rarely,556.26,Research & Development,45,Professional Certification,Medical,1066,4,Female,69.53,2,2,Laboratory technician,1,Married,11681.39,4,No,25,4.0,1,Part Time,1,10.0,3,3.0,3,,1,2,1974,Yes,53914.11
1066,No,travel_frequently,328.1,Research & Development,2,High School or Below,Life Sciences,1067,4,Female,41.01,3,1,Laboratory technician,2,Unknown,6890.0,0,No,13,3.0,3,Full Time,3,,3,3.0,3,,0,2,1994,No,31800.0
